Date,Time,Hour,Day,Day_Number,Month,Month_Number,Latitude,Longitude,Area,Crime_Type,Crime_Count,Weather,Population_Density
2026-09-30,16:09,16,Wednesday,3,September,9,13.030855,77.537369,Yeshwanthpur,Theft,3,Sunny,Low
2025-10-12,10:40,10,Sunday,7,October,10,12.963912,77.696772,Marathahalli,Missing Person,4,Partly Cloudy,High
2026-10-09,19:52,19,Friday,5,October,10,12.994555,77.554879,Rajajinagar,Fraud,5,Rainy,Medium
2025-09-09,04:00,4,Tuesday,2,September,9,12.935088,77.57737,Basavanagudi,Robbery,4,Cloudy,Medium
2025-05-01,19:51,19,Thursday,4,May,5,12.918882,77.539479,Banashankari,Missing Person,5,Cloudy,Very High
2025-07-05,14:59,14,Saturday,6,July,7,12.966253,77.742036,Whitefield,Missing Person,3,Sunny,Low
2025-02-19,12:04,12,Wednesday,3,February,2,12.903942,77.632858,HSR Layout,Assault,3,Partly Cloudy,Medium
2025-05-08,22:48,22,Thursday,4,May,5,12.966957,77.752454,Whitefield,Fraud,3,Partly Cloudy,Medium
2026-06-06,07:51,7,Saturday,6,June,6,13.027853,77.591576,Hebbal,Robbery,1,Cloudy,Low
2025-09-16,09:26,9,Tuesday,2,September,9,12.932979,77.621475,Koramangala,Burglary,5,Partly Cloudy,High
2026-11-13,00:49,0,Friday,5,November,11,12.97089,77.751202,Whitefield,Theft,8,Cloudy,Very High
2026-07-02,07:45,7,Thursday,4,July,7,12.985693,77.644076,Indiranagar,Accident,1,Partly Cloudy,Medium
2026-08-25,15:47,15,Tuesday,2,August,8,12.948475,77.572972,Basavanagudi,Missing Person,4,Rainy,Low
2025-08-20,00:41,0,Wednesday,3,August,8,13.011422,77.562713,Malleshwaram,Vehicle Theft,8,Sunny,High
2026-04-19,10:55,10,Sunday,7,April,4,12.912968,77.63292,HSR Layout,Burglary,5,Rainy,Very High
2025-07-04,04:27,4,Friday,5,July,7,13.034055,77.59453,Hebbal,Vehicle Theft,5,Sunny,Low
2025-09-23,19:56,19,Tuesday,2,September,9,13.033802,77.532456,Yeshwanthpur,Fraud,5,Rainy,Low
2025-10-03,01:40,1,Friday,5,October,10,12.920297,77.554262,Banashankari,Robbery,11,Sunny,Very High
2026-09-22,05:49,5,Tuesday,2,September,9,13.031301,77.540415,Yeshwanthpur,Theft,7,Partly Cloudy,Medium
2025-06-05,01:38,1,Thursday,4,June,6,12.918771,77.485841,Kengeri,Fraud,7,Sunny,High
2026-01-08,23:01,23,Thursday,4,January,1,13.036129,77.60097,Hebbal,Theft,7,Partly Cloudy,Very High
2026-03-02,08:56,8,Monday,1,March,3,12.969834,77.743998,Whitefield,Robbery,1,Rainy,Medium
2025-01-30,08:35,8,Thursday,4,January,1,12.984309,77.640607,Indiranagar,Robbery,6,Rainy,Very High
2025-02-28,18:09,18,Friday,5,February,2,12.968114,77.747865,Whitefield,Burglary,2,Rainy,Medium
2025-04-07,21:07,21,Monday,1,April,4,13.00126,77.576065,Malleshwaram,Robbery,9,Partly Cloudy,High
2025-04-17,08:56,8,Thursday,4,April,4,12.930211,77.626751,Koramangala,Burglary,5,Sunny,Very High
2026-12-11,22:08,22,Friday,5,December,12,12.941098,77.627514,Koramangala,Theft,9,Rainy,Very High
2026-02-11,10:43,10,Wednesday,3,February,2,12.954042,77.696108,Marathahalli,Cyber Crime,5,Cloudy,High
2025-08-05,22:39,22,Tuesday,2,August,8,12.918402,77.481295,Kengeri,Theft,5,Cloudy,Low
2026-05-22,13:22,13,Friday,5,May,5,12.96246,77.697069,Marathahalli,Fraud,8,Cloudy,Very High
2026-09-10,16:30,16,Thursday,4,September,9,12.973523,77.744054,Whitefield,Theft,2,Partly Cloudy,Medium
2026-05-05,23:55,23,Tuesday,2,May,5,13.010619,77.565948,Malleshwaram,Robbery,5,Cloudy,Low
2025-03-29,17:13,17,Saturday,6,March,3,12.964472,77.744189,Whitefield,Missing Person,4,Rainy,High
2026-04-08,01:15,1,Wednesday,3,April,4,12.928695,77.543974,Banashankari,Vandalism,8,Rainy,High
2025-02-16,19:09,19,Sunday,7,February,2,12.978612,77.6346,Indiranagar,Assault,5,Cloudy,Low
2025-04-09,21:56,21,Wednesday,3,April,4,13.001525,77.567534,Malleshwaram,Assault,9,Partly Cloudy,Very High
2025-05-18,07:03,7,Sunday,7,May,5,13.029477,77.592644,Hebbal,Missing Person,5,Cloudy,Low
2026-08-03,05:36,5,Monday,1,August,8,12.965023,77.756952,Whitefield,Fraud,3,Sunny,Medium
2026-10-29,07:32,7,Thursday,4,October,10,12.973536,77.648338,Indiranagar,Fraud,9,Sunny,Very High
2025-12-05,05:47,5,Friday,5,December,12,12.927241,77.627805,Koramangala,Missing Person,6,Sunny,Very High
2025-12-27,18:06,18,Saturday,6,December,12,12.998161,77.568289,Malleshwaram,Cyber Crime,9,Cloudy,Very High
2025-06-21,19:00,19,Saturday,6,June,6,12.975688,77.648315,Indiranagar,Accident,7,Cloudy,High
2026-02-25,00:40,0,Wednesday,3,February,2,12.911233,77.63487,HSR Layout,Cyber Crime,2,Partly Cloudy,Low
2026-03-07,21:03,21,Saturday,6,March,3,12.96264,77.693036,Marathahalli,Vandalism,4,Rainy,Low
2026-08-11,20:09,20,Tuesday,2,August,8,12.914881,77.633829,HSR Layout,Theft,6,Cloudy,Low
2026-07-07,10:34,10,Tuesday,2,July,7,12.921233,77.475332,Kengeri,Assault,2,Partly Cloudy,Low
2025-09-13,05:00,5,Saturday,6,September,9,12.928307,77.546801,Banashankari,Missing Person,5,Cloudy,Very High
2026-10-03,08:52,8,Saturday,6,October,10,12.906609,77.643469,HSR Layout,Vehicle Theft,3,Cloudy,High
2026-09-01,17:55,17,Tuesday,2,September,9,12.846353,77.656,Electronic City,Assault,7,Sunny,Very High
2025-10-05,20:49,20,Sunday,7,October,10,12.912344,77.476966,Kengeri,Burglary,8,Cloudy,Medium
2025-06-23,00:35,0,Monday,1,June,6,13.039251,77.604988,Hebbal,Vandalism,8,Partly Cloudy,Very High
2026-12-30,17:32,17,Wednesday,3,December,12,12.843629,77.661505,Electronic City,Missing Person,2,Partly Cloudy,Medium
2026-10-26,22:56,22,Monday,1,October,10,12.951144,77.701432,Marathahalli,Vehicle Theft,7,Sunny,High
2026-09-15,09:50,9,Tuesday,2,September,9,12.917464,77.474527,Kengeri,Accident,2,Partly Cloudy,Medium
2025-08-23,06:17,6,Saturday,6,August,8,12.98554,77.561555,Rajajinagar,Assault,7,Rainy,High
2026-11-14,13:30,13,Saturday,6,November,11,12.91935,77.614301,BTM Layout,Burglary,5,Sunny,Medium
2025-02-04,06:59,6,Tuesday,2,February,2,12.919571,77.554162,Banashankari,Accident,5,Sunny,High
2025-11-27,02:49,2,Thursday,4,November,11,12.906597,77.64214,HSR Layout,Burglary,8,Partly Cloudy,High
2025-07-19,18:50,18,Saturday,6,July,7,13.031379,77.597909,Hebbal,Accident,4,Cloudy,High
2025-01-21,06:57,6,Tuesday,2,January,1,12.937331,77.61845,Koramangala,Cyber Crime,3,Sunny,Very High
2025-01-22,17:21,17,Wednesday,3,January,1,12.964008,77.748847,Whitefield,Assault,4,Sunny,Medium
2025-10-08,07:16,7,Wednesday,3,October,10,12.84163,77.663707,Electronic City,Fraud,6,Rainy,Medium
2025-08-22,19:10,19,Friday,5,August,8,12.98136,77.63391,Indiranagar,Accident,6,Rainy,Very High
2026-07-22,19:12,19,Wednesday,3,July,7,12.947796,77.570205,Basavanagudi,Accident,2,Sunny,Medium
2025-02-05,08:51,8,Wednesday,3,February,2,12.917829,77.615184,BTM Layout,Robbery,4,Cloudy,High
2025-11-28,11:31,11,Friday,5,November,11,12.943937,77.568933,Basavanagudi,Missing Person,5,Rainy,Very High
2026-10-23,10:57,10,Friday,5,October,10,12.903913,77.632351,HSR Layout,Theft,4,Rainy,Low
2025-03-27,01:21,1,Thursday,4,March,3,12.930079,77.620487,Koramangala,Robbery,5,Cloudy,Low
2026-12-13,12:33,12,Sunday,7,December,12,12.91291,77.482118,Kengeri,Missing Person,5,Partly Cloudy,High
2025-02-14,23:24,23,Friday,5,February,2,13.032835,77.598458,Hebbal,Cyber Crime,6,Sunny,Low
2025-12-15,14:54,14,Monday,1,December,12,12.916724,77.606979,BTM Layout,Missing Person,7,Partly Cloudy,Very High
2026-05-14,16:28,16,Thursday,4,May,5,12.974258,77.743782,Whitefield,Robbery,5,Cloudy,Very High
2026-10-06,03:09,3,Tuesday,2,October,10,12.941991,77.631539,Koramangala,Burglary,7,Partly Cloudy,Very High
2025-04-13,22:39,22,Sunday,7,April,4,12.979966,77.642912,Indiranagar,Vehicle Theft,5,Cloudy,Medium
2026-06-13,06:10,6,Saturday,6,June,6,12.941675,77.580497,Basavanagudi,Robbery,1,Sunny,Medium
2025-01-02,21:52,21,Thursday,4,January,1,12.927926,77.539476,Banashankari,Robbery,10,Partly Cloudy,Very High
2025-10-16,07:58,7,Thursday,4,October,10,12.918101,77.638165,HSR Layout,Assault,2,Rainy,Medium
2025-10-05,21:17,21,Sunday,7,October,10,12.843785,77.65474,Electronic City,Cyber Crime,6,Partly Cloudy,Very High
2025-07-12,08:13,8,Saturday,6,July,7,12.908511,77.486576,Kengeri,Burglary,1,Sunny,Medium
2025-01-20,05:18,5,Monday,1,January,1,12.841144,77.657255,Electronic City,Assault,2,Cloudy,Low
2025-08-15,16:01,16,Friday,5,August,8,12.977173,77.633571,Indiranagar,Vandalism,7,Partly Cloudy,Very High
2025-02-18,10:07,10,Tuesday,2,February,2,12.92287,77.612985,BTM Layout,Fraud,4,Sunny,Low
2026-09-19,00:45,0,Saturday,6,September,9,12.9816,77.63994,Indiranagar,Assault,7,Partly Cloudy,Medium
2025-10-05,06:10,6,Sunday,7,October,10,13.023268,77.537746,Yeshwanthpur,Vandalism,7,Cloudy,High
2026-04-03,22:18,22,Friday,5,April,4,13.040849,77.5947,Hebbal,Vandalism,8,Cloudy,Very High
2026-10-08,06:50,6,Thursday,4,October,10,12.97239,77.750214,Whitefield,Accident,4,Partly Cloudy,Medium
2025-04-09,10:26,10,Wednesday,3,April,4,13.011462,77.573923,Malleshwaram,Assault,1,Cloudy,Medium
2026-03-09,23:03,23,Monday,1,March,3,12.943932,77.57543,Basavanagudi,Cyber Crime,8,Rainy,Medium
2026-08-23,14:15,14,Sunday,7,August,8,12.96134,77.698675,Marathahalli,Burglary,7,Sunny,Very High
2025-03-03,18:28,18,Monday,1,March,3,12.942884,77.580704,Basavanagudi,Fraud,4,Cloudy,Medium
2026-04-25,09:06,9,Saturday,6,April,4,12.960331,77.695618,Marathahalli,Assault,2,Rainy,High
2025-07-11,13:20,13,Friday,5,July,7,12.907071,77.482719,Kengeri,Cyber Crime,4,Partly Cloudy,Low
2025-09-16,05:22,5,Tuesday,2,September,9,12.971339,77.641183,Indiranagar,Missing Person,4,Cloudy,Low
2025-07-22,20:00,20,Tuesday,2,July,7,12.930786,77.62404,Koramangala,Assault,6,Cloudy,Low
2025-05-11,17:34,17,Sunday,7,May,5,12.968048,77.747877,Whitefield,Theft,5,Rainy,Low
2026-03-20,20:04,20,Friday,5,March,3,12.921856,77.478892,Kengeri,Cyber Crime,7,Rainy,High
2026-02-13,19:53,19,Friday,5,February,2,12.984233,77.548281,Rajajinagar,Vehicle Theft,8,Sunny,Very High
2025-07-06,07:16,7,Sunday,7,July,7,12.980525,77.644603,Indiranagar,Missing Person,4,Sunny,High
2026-11-25,18:01,18,Wednesday,3,November,11,13.008022,77.569508,Malleshwaram,Vandalism,3,Sunny,Low
2026-09-20,05:15,5,Sunday,7,September,9,12.999361,77.561476,Rajajinagar,Vandalism,4,Cloudy,High
2026-05-06,13:36,13,Wednesday,3,May,5,12.914495,77.481087,Kengeri,Vandalism,5,Rainy,Low
2026-02-09,12:30,12,Monday,1,February,2,12.938476,77.579413,Basavanagudi,Accident,6,Sunny,Very High
2026-06-21,15:11,15,Sunday,7,June,6,12.917113,77.479701,Kengeri,Cyber Crime,7,Sunny,Very High
2026-04-03,09:46,9,Friday,5,April,4,12.924758,77.599759,Jayanagar,Burglary,1,Sunny,Low
2025-10-25,00:55,0,Saturday,6,October,10,12.980364,77.635832,Indiranagar,Missing Person,7,Sunny,Very High
2025-05-15,01:06,1,Thursday,4,May,5,13.041504,77.601195,Hebbal,Theft,7,Sunny,Low
2025-03-03,08:15,8,Monday,1,March,3,12.912896,77.613746,BTM Layout,Robbery,7,Cloudy,High
2025-05-26,06:26,6,Monday,1,May,5,12.9726,77.637809,Indiranagar,Fraud,3,Sunny,Medium
2025-10-02,21:28,21,Thursday,4,October,10,12.929917,77.594832,Jayanagar,Burglary,5,Rainy,Medium
2026-06-27,21:28,21,Saturday,6,June,6,12.851024,77.655925,Electronic City,Theft,5,Sunny,High
2025-08-28,01:04,1,Thursday,4,August,8,13.011018,77.570239,Malleshwaram,Cyber Crime,8,Rainy,Low
2026-08-16,21:40,21,Sunday,7,August,8,12.992862,77.547672,Rajajinagar,Burglary,5,Rainy,High
2025-01-24,19:12,19,Friday,5,January,1,13.02749,77.544329,Yeshwanthpur,Theft,6,Rainy,Medium
2025-10-29,17:52,17,Wednesday,3,October,10,13.000585,77.564939,Malleshwaram,Fraud,4,Cloudy,High
2026-04-15,20:56,20,Wednesday,3,April,4,12.922452,77.617201,BTM Layout,Missing Person,10,Sunny,Very High
2025-03-07,10:48,10,Friday,5,March,3,12.921436,77.542978,Banashankari,Vehicle Theft,6,Cloudy,High
2025-11-17,05:39,5,Monday,1,November,11,12.974312,77.743422,Whitefield,Vandalism,4,Sunny,High
2025-02-03,17:59,17,Monday,1,February,2,13.005958,77.573215,Malleshwaram,Cyber Crime,2,Partly Cloudy,Medium
2025-02-23,23:57,23,Sunday,7,February,2,12.919609,77.484108,Kengeri,Fraud,11,Sunny,High
2025-06-04,23:31,23,Wednesday,3,June,6,12.97593,77.753158,Whitefield,Theft,6,Sunny,Low
2026-06-27,19:34,19,Saturday,6,June,6,12.936383,77.619656,Koramangala,Burglary,7,Cloudy,Medium
2025-04-14,05:49,5,Monday,1,April,4,12.851737,77.66362,Electronic City,Robbery,6,Cloudy,High
2026-01-25,07:25,7,Sunday,7,January,1,12.982098,77.634201,Indiranagar,Theft,7,Cloudy,Very High
2026-09-18,13:47,13,Friday,5,September,9,13.005105,77.568763,Malleshwaram,Robbery,7,Sunny,Very High
2026-08-28,01:00,1,Friday,5,August,8,12.916821,77.611246,BTM Layout,Accident,7,Rainy,High
2025-03-27,00:11,0,Thursday,4,March,3,12.99215,77.547207,Rajajinagar,Accident,4,Cloudy,Medium
2026-08-14,02:59,2,Friday,5,August,8,13.031498,77.533074,Yeshwanthpur,Accident,7,Partly Cloudy,High
2026-12-18,04:07,4,Friday,5,December,12,12.983666,77.640676,Indiranagar,Assault,9,Sunny,Low
2025-07-03,23:52,23,Thursday,4,July,7,12.97126,77.640984,Indiranagar,Missing Person,11,Partly Cloudy,Very High
2026-07-22,11:18,11,Wednesday,3,July,7,12.941453,77.577506,Basavanagudi,Assault,5,Sunny,Medium
2025-03-20,19:20,19,Thursday,4,March,3,12.912161,77.489562,Kengeri,Burglary,2,Sunny,High
2026-03-30,05:04,5,Monday,1,March,3,12.976288,77.634865,Indiranagar,Theft,5,Partly Cloudy,Low
2026-04-26,23:45,23,Sunday,7,April,4,12.96121,77.704558,Marathahalli,Theft,6,Rainy,Medium
2026-04-21,03:36,3,Tuesday,2,April,4,12.924424,77.592611,Jayanagar,Vehicle Theft,6,Partly Cloudy,Medium
2026-08-12,11:10,11,Wednesday,3,August,8,12.911003,77.47732,Kengeri,Assault,7,Rainy,High
2026-06-21,03:44,3,Sunday,7,June,6,12.918458,77.542875,Banashankari,Robbery,7,Partly Cloudy,Low
2026-12-22,03:27,3,Tuesday,2,December,12,12.840672,77.656187,Electronic City,Accident,6,Rainy,Medium
2026-09-13,22:08,22,Sunday,7,September,9,12.933234,77.619711,Koramangala,Assault,9,Rainy,Very High
2026-10-02,02:14,2,Friday,5,October,10,12.939401,77.577543,Basavanagudi,Cyber Crime,5,Partly Cloudy,Low
2026-01-27,10:38,10,Tuesday,2,January,1,12.917941,77.483693,Kengeri,Theft,11,Partly Cloudy,Very High
2026-08-05,09:43,9,Wednesday,3,August,8,13.038613,77.60253,Hebbal,Robbery,5,Partly Cloudy,High
2026-08-12,09:34,9,Wednesday,3,August,8,12.919349,77.635824,HSR Layout,Robbery,4,Cloudy,Low
2025-06-30,13:12,13,Monday,1,June,6,12.944079,77.574128,Basavanagudi,Vehicle Theft,3,Cloudy,Medium
2026-09-04,00:17,0,Friday,5,September,9,12.928113,77.59636,Jayanagar,Fraud,4,Partly Cloudy,Medium
2025-05-24,11:34,11,Saturday,6,May,5,12.846477,77.654742,Electronic City,Fraud,5,Sunny,High
2025-08-22,05:38,5,Friday,5,August,8,12.965988,77.702882,Marathahalli,Burglary,1,Sunny,Medium
2025-01-15,10:15,10,Wednesday,3,January,1,12.926558,77.542556,Banashankari,Assault,1,Sunny,Low
2025-08-08,02:50,2,Friday,5,August,8,12.921381,77.548419,Banashankari,Accident,12,Partly Cloudy,Very High
2025-06-14,17:08,17,Saturday,6,June,6,12.945252,77.579443,Basavanagudi,Theft,7,Cloudy,Very High
2026-02-24,13:55,13,Tuesday,2,February,2,12.915307,77.611671,BTM Layout,Burglary,5,Cloudy,Medium
2025-05-05,10:08,10,Monday,1,May,5,12.912463,77.608121,BTM Layout,Vehicle Theft,2,Cloudy,High
2026-09-27,13:57,13,Sunday,7,September,9,12.919997,77.613965,BTM Layout,Assault,8,Cloudy,Very High
2025-05-20,20:20,20,Tuesday,2,May,5,12.992479,77.547596,Rajajinagar,Fraud,6,Partly Cloudy,Low
2026-01-17,19:29,19,Saturday,6,January,1,12.918356,77.593309,Jayanagar,Cyber Crime,2,Rainy,Medium
2026-11-10,13:25,13,Tuesday,2,November,11,13.023368,77.535961,Yeshwanthpur,Missing Person,3,Sunny,Low
2025-03-18,01:07,1,Tuesday,2,March,3,12.915043,77.489227,Kengeri,Burglary,7,Sunny,Very High
2026-04-03,16:15,16,Friday,5,April,4,12.985264,77.638863,Indiranagar,Vehicle Theft,7,Cloudy,Low
2026-03-03,20:27,20,Tuesday,2,March,3,12.916369,77.610345,BTM Layout,Missing Person,10,Cloudy,High
2025-02-03,09:35,9,Monday,1,February,2,12.917925,77.587387,Jayanagar,Theft,7,Sunny,High
2025-11-25,16:39,16,Tuesday,2,November,11,13.032828,77.604606,Hebbal,Assault,2,Partly Cloudy,High
2026-03-07,18:09,18,Saturday,6,March,3,12.919966,77.609297,BTM Layout,Fraud,6,Rainy,High
2025-03-31,15:19,15,Monday,1,March,3,12.935909,77.57677,Basavanagudi,Robbery,4,Rainy,Low
2025-02-21,11:53,11,Friday,5,February,2,12.843691,77.657376,Electronic City,Fraud,2,Cloudy,Low
2026-03-30,16:04,16,Monday,1,March,3,12.996125,77.572183,Malleshwaram,Burglary,3,Partly Cloudy,Medium
2025-03-10,06:56,6,Monday,1,March,3,12.995544,77.560458,Rajajinagar,Accident,5,Partly Cloudy,Low
2026-10-25,14:28,14,Sunday,7,October,10,12.845368,77.660136,Electronic City,Assault,2,Partly Cloudy,Medium
2025-10-24,00:48,0,Friday,5,October,10,12.974095,77.747922,Whitefield,Theft,11,Cloudy,Very High
2025-03-02,15:18,15,Sunday,7,March,3,12.91152,77.615201,BTM Layout,Accident,5,Sunny,High
2025-05-20,13:26,13,Tuesday,2,May,5,12.91077,77.636457,HSR Layout,Assault,4,Cloudy,Medium
2025-10-24,01:04,1,Friday,5,October,10,13.008157,77.567053,Malleshwaram,Cyber Crime,6,Cloudy,Medium
2025-04-09,19:53,19,Wednesday,3,April,4,12.959977,77.695323,Marathahalli,Fraud,6,Rainy,Medium
2025-11-30,08:02,8,Sunday,7,November,11,12.927444,77.621748,Koramangala,Missing Person,9,Partly Cloudy,Very High
2026-06-09,05:12,5,Tuesday,2,June,6,12.971456,77.640768,Indiranagar,Fraud,1,Cloudy,Low
2025-01-03,21:22,21,Friday,5,January,1,12.922597,77.608293,BTM Layout,Accident,9,Cloudy,Low
2026-11-09,14:19,14,Monday,1,November,11,12.91833,77.646006,HSR Layout,Vehicle Theft,5,Sunny,High
2026-02-20,06:39,6,Friday,5,February,2,12.916122,77.48515,Kengeri,Vandalism,5,Cloudy,Very High
2025-11-15,17:01,17,Saturday,6,November,11,12.988498,77.55139,Rajajinagar,Burglary,2,Cloudy,Medium
2026-08-02,04:01,4,Sunday,7,August,8,13.004467,77.565397,Malleshwaram,Accident,6,Sunny,Medium
2026-07-16,17:40,17,Thursday,4,July,7,12.960365,77.693367,Marathahalli,Accident,2,Cloudy,Low
2026-01-05,20:40,20,Monday,1,January,1,12.919922,77.600579,Jayanagar,Theft,11,Sunny,High
2026-08-10,18:11,18,Monday,1,August,8,12.970598,77.755455,Whitefield,Missing Person,6,Sunny,High
2026-05-28,11:10,11,Thursday,4,May,5,12.918905,77.605352,BTM Layout,Theft,3,Rainy,Medium
2025-09-20,07:46,7,Saturday,6,September,9,12.917541,77.643122,HSR Layout,Cyber Crime,4,Sunny,Low
2026-10-20,19:02,19,Tuesday,2,October,10,13.030729,77.539623,Yeshwanthpur,Robbery,5,Partly Cloudy,Medium
2025-09-27,01:50,1,Saturday,6,September,9,12.929783,77.540636,Banashankari,Accident,5,Rainy,Low
2025-01-02,07:40,7,Thursday,4,January,1,13.04036,77.599917,Hebbal,Missing Person,3,Partly Cloudy,Low
2026-01-25,20:50,20,Sunday,7,January,1,12.922548,77.614968,BTM Layout,Vandalism,9,Partly Cloudy,Low
2025-06-06,04:41,4,Friday,5,June,6,12.972018,77.754393,Whitefield,Assault,6,Rainy,Medium
2026-06-23,08:22,8,Tuesday,2,June,6,12.912433,77.480901,Kengeri,Cyber Crime,4,Rainy,Medium
2025-10-17,14:08,14,Friday,5,October,10,13.021291,77.53344,Yeshwanthpur,Missing Person,2,Rainy,Low
2026-10-24,20:03,20,Saturday,6,October,10,12.941611,77.623161,Koramangala,Burglary,11,Rainy,High
2025-03-09,11:23,11,Sunday,7,March,3,12.923412,77.59603,Jayanagar,Accident,2,Sunny,Medium
2026-11-23,20:27,20,Monday,1,November,11,12.935474,77.567422,Basavanagudi,Accident,7,Rainy,High
2026-11-06,11:03,11,Friday,5,November,11,12.935646,77.622679,Koramangala,Burglary,2,Partly Cloudy,High
2025-09-01,14:13,14,Monday,1,September,9,13.024974,77.534091,Yeshwanthpur,Robbery,7,Rainy,High
2025-11-15,01:15,1,Saturday,6,November,11,12.925611,77.591224,Jayanagar,Burglary,6,Partly Cloudy,High
2026-06-30,13:25,13,Tuesday,2,June,6,12.958503,77.694293,Marathahalli,Burglary,1,Sunny,Low
2026-07-22,12:42,12,Wednesday,3,July,7,12.847395,77.657649,Electronic City,Accident,4,Sunny,High
2026-07-16,08:28,8,Thursday,4,July,7,12.996298,77.570427,Malleshwaram,Cyber Crime,1,Rainy,Low
2025-12-25,21:12,21,Thursday,4,December,12,12.985322,77.644794,Indiranagar,Robbery,6,Partly Cloudy,Low
2025-03-06,17:08,17,Thursday,4,March,3,12.911132,77.641858,HSR Layout,Cyber Crime,7,Cloudy,Very High
2025-11-24,05:44,5,Monday,1,November,11,12.919069,77.644776,HSR Layout,Missing Person,5,Partly Cloudy,High
2026-09-23,20:18,20,Wednesday,3,September,9,12.952803,77.69168,Marathahalli,Cyber Crime,3,Rainy,Medium
2026-05-10,06:49,6,Sunday,7,May,5,12.919874,77.600836,Jayanagar,Fraud,10,Partly Cloudy,Very High
2025-04-27,02:38,2,Sunday,7,April,4,13.010105,77.577947,Malleshwaram,Robbery,10,Partly Cloudy,Very High
2026-04-17,21:47,21,Friday,5,April,4,12.923205,77.539091,Banashankari,Theft,7,Sunny,High
2025-07-11,14:32,14,Friday,5,July,7,12.930597,77.617967,Koramangala,Accident,5,Rainy,High
2026-07-10,07:37,7,Friday,5,July,7,12.952555,77.704948,Marathahalli,Robbery,8,Partly Cloudy,Very High
2025-07-22,08:36,8,Tuesday,2,July,7,12.917107,77.601203,Jayanagar,Vandalism,4,Cloudy,Medium
2025-09-29,23:06,23,Monday,1,September,9,12.922399,77.612912,BTM Layout,Assault,6,Partly Cloudy,Low
2025-05-28,02:33,2,Wednesday,3,May,5,12.965647,77.748862,Whitefield,Robbery,8,Sunny,Low
2025-02-17,23:27,23,Monday,1,February,2,12.951465,77.697408,Marathahalli,Fraud,6,Cloudy,Very High
2026-04-30,01:16,1,Thursday,4,April,4,12.995912,77.564581,Malleshwaram,Accident,9,Rainy,High
2026-06-09,19:29,19,Tuesday,2,June,6,12.922284,77.613635,BTM Layout,Fraud,4,Rainy,Medium
2026-03-01,07:13,7,Sunday,7,March,3,13.023105,77.534468,Yeshwanthpur,Theft,5,Sunny,Low
2026-04-11,04:20,4,Saturday,6,April,4,12.920755,77.596602,Jayanagar,Fraud,12,Cloudy,High
2026-04-08,09:09,9,Wednesday,3,April,4,12.910062,77.485667,Kengeri,Cyber Crime,2,Partly Cloudy,Medium
2025-03-24,16:19,16,Monday,1,March,3,12.997687,77.57117,Malleshwaram,Cyber Crime,3,Cloudy,High
2026-06-27,16:57,16,Saturday,6,June,6,13.032299,77.536837,Yeshwanthpur,Vehicle Theft,9,Sunny,High
2026-07-22,03:40,3,Wednesday,3,July,7,12.956045,77.692749,Marathahalli,Vehicle Theft,8,Cloudy,Very High
2026-05-21,19:41,19,Thursday,4,May,5,12.909691,77.632011,HSR Layout,Vehicle Theft,6,Rainy,High
